year,club_name,id,latitude,longitude,coordinates
1999,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2000,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2001,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2002,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2003,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2004,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2005,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2006,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2007,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2008,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2009,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2010,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2011,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2012,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2013,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2014,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2015,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2016,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
2017,Hamburger SV,41,53.60684,9.858091,POINT (9.858091 53.60684)
1991,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
1992,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
1993,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
1994,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
1995,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
1996,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
1997,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
1998,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2001,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2002,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2003,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2004,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2005,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2006,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2008,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2009,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2010,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2011,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2012,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2013,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2014,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2015,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2016,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2017,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2018,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2019,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2020,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
2021,Bor. M'gladbach,18,51.17431,6.38478,POINT (6.38478 51.17431)
1991,Dynamo Dresden,129,51.040502,13.747457,POINT (13.747457 51.040502)
1992,Dynamo Dresden,129,51.040502,13.747457,POINT (13.747457 51.040502)
1993,Dynamo Dresden,129,51.040502,13.747457,POINT (13.747457 51.040502)
1994,Dynamo Dresden,129,51.040502,13.747457,POINT (13.747457 51.040502)
1991,VfL Bochum,80,51.490429,7.236476,POINT (7.236476 51.490429)
1992,VfL Bochum,80,51.490429,7.236476,POINT (7.236476 51.490429)
1994,VfL Bochum,80,51.490429,7.236476,POINT (7.236476 51.490429)
1996,VfL Bochum,80,51.490429,7.236476,POINT (7.236476 51.490429)
1997,VfL Bochum,80,51.490429,7.236476,POINT (7.236476 51.490429)
1998,VfL Bochum,80,51.490429,7.236476,POINT (7.236476 51.490429)
2000,VfL Bochum,80,51.490429,7.236476,POINT (7.236476 51.490429)
2002,VfL Bochum,80,51.490429,7.236476,POINT (7.236476 51.490429)
2003,VfL Bochum,80,51.490429,7.236476,POINT (7.236476 51.490429)
2004,VfL Bochum,80,51.490429,7.236476,POINT (7.236476 51.490429)
2006,VfL Bochum,80,51.490429,7.236476,POINT (7.236476 51.490429)
2007,VfL Bochum,80,51.490429,7.236476,POINT (7.236476 51.490429)
2008,VfL Bochum,80,51.490429,7.236476,POINT (7.236476 51.490429)
2009,VfL Bochum,80,51.490429,7.236476,POINT (7.236476 51.490429)
2021,VfL Bochum,80,51.490429,7.236476,POINT (7.236476 51.490429)
1991,Wattenscheid 09,97,51.466889,7.091058,POINT (7.091058 51.466889)
1992,Wattenscheid 09,97,51.466889,7.091058,POINT (7.091058 51.466889)
1993,Wattenscheid 09,97,51.466889,7.091058,POINT (7.091058 51.466889)
1991,Stuttg. Kickers,71,48.677521,9.067002,POINT (9.067002 48.677521)
1991,Hansa Rostock,30,54.084745,12.092953,POINT (12.092953 54.084745)
1995,Hansa Rostock,30,54.084745,12.092953,POINT (12.092953 54.084745)
1996,Hansa Rostock,30,54.084745,12.092953,POINT (12.092953 54.084745)
1997,Hansa Rostock,30,54.084745,12.092953,POINT (12.092953 54.084745)
1998,Hansa Rostock,30,54.084745,12.092953,POINT (12.092953 54.084745)
1999,Hansa Rostock,30,54.084745,12.092953,POINT (12.092953 54.084745)
2000,Hansa Rostock,30,54.084745,12.092953,POINT (12.092953 54.084745)
2001,Hansa Rostock,30,54.084745,12.092953,POINT (12.092953 54.084745)
2002,Hansa Rostock,30,54.084745,12.092953,POINT (12.092953 54.084745)
2003,Hansa Rostock,30,54.084745,12.092953,POINT (12.092953 54.084745)
2004,Hansa Rostock,30,54.084745,12.092953,POINT (12.092953 54.084745)
2007,Hansa Rostock,30,54.084745,12.092953,POINT (12.092953 54.084745)
1991,MSV Duisburg,52,51.408959,6.777525,POINT (6.777525 51.408959)
1993,MSV Duisburg,52,51.408959,6.777525,POINT (6.777525 51.408959)
1994,MSV Duisburg,52,51.408959,6.777525,POINT (6.777525 51.408959)
1996,MSV Duisburg,52,51.408959,6.777525,POINT (6.777525 51.408959)
1997,MSV Duisburg,52,51.408959,6.777525,POINT (6.777525 51.408959)
1998,MSV Duisburg,52,51.408959,6.777525,POINT (6.777525 51.408959)
1999,MSV Duisburg,52,51.408959,6.777525,POINT (6.777525 51.408959)
2005,MSV Duisburg,52,51.408959,6.777525,POINT (6.777525 51.408959)
2007,MSV Duisburg,52,51.408959,6.777525,POINT (6.777525 51.408959)
1991,F. Düsseldorf,38,51.225452,6.828394,POINT (6.828394 51.225452)
1995,F. Düsseldorf,38,51.225452,6.828394,POINT (6.828394 51.225452)
1996,F. Düsseldorf,38,51.225452,6.828394,POINT (6.828394 51.225452)
2012,F. Düsseldorf,38,51.225452,6.828394,POINT (6.828394 51.225452)
2018,F. Düsseldorf,38,51.225452,6.828394,POINT (6.828394 51.225452)
2019,F. Düsseldorf,38,51.225452,6.828394,POINT (6.828394 51.225452)
1992,Bayer 05,95,51.338732,6.603806,POINT (6.603806 51.338732)
1994,Bayer 05,95,51.338732,6.603806,POINT (6.603806 51.338732)
1995,KFC Uerdingen,95,51.338732,6.603806,POINT (6.603806 51.338732)
1992,Saarbrücken,1,49.248776,6.985078,POINT (6.985078 49.248776)
1993,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
1994,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
1995,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
1996,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
1998,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
1999,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
2000,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
2001,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
2003,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
2004,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
2009,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
2010,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
2011,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
2012,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
2013,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
2014,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
2016,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
2017,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
2018,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
2019,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
2020,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
2021,SC Freiburg,60,47.988966,7.892822,POINT (7.892822 47.988966)
1993,VfB Leipzig,10848,51.302549,12.418228,POINT (12.418228 51.302549)
1994,1860 München,72,48.102031,11.474979,POINT (11.474979 48.102031)
1995,1860 München,72,48.102031,11.474979,POINT (11.474979 48.102031)
1996,1860 München,72,48.102031,11.474979,POINT (11.474979 48.102031)
1997,1860 München,72,48.102031,11.474979,POINT (11.474979 48.102031)
1998,1860 München,72,48.102031,11.474979,POINT (11.474979 48.102031)
1999,1860 München,72,48.102031,11.474979,POINT (11.474979 48.102031)
2000,1860 München,72,48.102031,11.474979,POINT (11.474979 48.102031)
2001,1860 München,72,48.102031,11.474979,POINT (11.474979 48.102031)
2002,1860 München,72,48.102031,11.474979,POINT (11.474979 48.102031)
2003,1860 München,72,48.102031,11.474979,POINT (11.474979 48.102031)
1995,FC St. Pauli,35,53.537987,10.000037,POINT (10.000037 53.537987)
1996,FC St. Pauli,35,53.537987,10.000037,POINT (10.000037 53.537987)
2001,FC St. Pauli,35,53.537987,10.000037,POINT (10.000037 53.537987)
2010,FC St. Pauli,35,53.537987,10.000037,POINT (10.000037 53.537987)
1996,Arm. Bielefeld,10,52.031761,8.517214,POINT (8.517213999999999 52.031761)
1997,Arm. Bielefeld,10,52.031761,8.517214,POINT (8.517213999999999 52.031761)
1999,Arm. Bielefeld,10,52.031761,8.517214,POINT (8.517213999999999 52.031761)
2002,Arm. Bielefeld,10,52.031761,8.517214,POINT (8.517213999999999 52.031761)
2004,Arm. Bielefeld,10,52.031761,8.517214,POINT (8.517213999999999 52.031761)
2005,Arm. Bielefeld,10,52.031761,8.517214,POINT (8.517213999999999 52.031761)
2006,Arm. Bielefeld,10,52.031761,8.517214,POINT (8.517213999999999 52.031761)
2007,Arm. Bielefeld,10,52.031761,8.517214,POINT (8.517213999999999 52.031761)
2008,Arm. Bielefeld,10,52.031761,8.517214,POINT (8.517213999999999 52.031761)
2020,Arm. Bielefeld,10,52.031761,8.517214,POINT (8.517213999999999 52.031761)
2021,Arm. Bielefeld,10,52.031761,8.517214,POINT (8.517213999999999 52.031761)
1997,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
1998,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
1999,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2000,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2001,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2002,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2003,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2004,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2005,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2006,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2007,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2008,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2009,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2011,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2013,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2014,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2015,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2016,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2017,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2018,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2019,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2020,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
2021,Hertha BSC,44,52.519116,13.239796,POINT (13.239796 52.519116)
1997,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
1998,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
1999,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2000,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2001,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2002,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2003,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2004,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2005,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2006,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2007,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2008,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2009,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2010,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2011,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2012,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2013,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2014,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2015,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2016,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2017,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2018,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2019,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2020,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
2021,VfL Wolfsburg,82,52.432807,10.802811,POINT (10.802811 52.432807)
1999,Unterhaching,66,47.993455,11.625199,POINT (11.625199 47.993455)
2000,Unterhaching,66,47.993455,11.625199,POINT (11.625199 47.993455)
1999,SSV Ulm 1846,69,48.405062,10.009519,POINT (10.009519 48.405062)
2000,Energie Cottbus,25,51.752015,14.344887,POINT (14.344887 51.752015)
2001,Energie Cottbus,25,51.752015,14.344887,POINT (14.344887 51.752015)
2002,Energie Cottbus,25,51.752015,14.344887,POINT (14.344887 51.752015)
2006,Energie Cottbus,25,51.752015,14.344887,POINT (14.344887 51.752015)
2007,Energie Cottbus,25,51.752015,14.344887,POINT (14.344887 51.752015)
2008,Energie Cottbus,25,51.752015,14.344887,POINT (14.344887 51.752015)
2002,Hannover 96,42,52.358694,9.732028,POINT (9.732028 52.358694)
2003,Hannover 96,42,52.358694,9.732028,POINT (9.732028 52.358694)
2004,Hannover 96,42,52.358694,9.732028,POINT (9.732028 52.358694)
2005,Hannover 96,42,52.358694,9.732028,POINT (9.732028 52.358694)
2006,Hannover 96,42,52.358694,9.732028,POINT (9.732028 52.358694)
2007,Hannover 96,42,52.358694,9.732028,POINT (9.732028 52.358694)
2008,Hannover 96,42,52.358694,9.732028,POINT (9.732028 52.358694)
2009,Hannover 96,42,52.358694,9.732028,POINT (9.732028 52.358694)
2010,Hannover 96,42,52.358694,9.732028,POINT (9.732028 52.358694)
2011,Hannover 96,42,52.358694,9.732028,POINT (9.732028 52.358694)
2012,Hannover 96,42,52.358694,9.732028,POINT (9.732028 52.358694)
2013,Hannover 96,42,52.358694,9.732028,POINT (9.732028 52.358694)
2014,Hannover 96,42,52.358694,9.732028,POINT (9.732028 52.358694)
2015,Hannover 96,42,52.358694,9.732028,POINT (9.732028 52.358694)
2017,Hannover 96,42,52.358694,9.732028,POINT (9.732028 52.358694)
2018,Hannover 96,42,52.358694,9.732028,POINT (9.732028 52.358694)
2004,1.FSV Mainz 05,39,50.001003,8.244422,POINT (8.244422 50.001003)
2005,1.FSV Mainz 05,39,50.001003,8.244422,POINT (8.244422 50.001003)
2006,1.FSV Mainz 05,39,50.001003,8.244422,POINT (8.244422 50.001003)
2009,1.FSV Mainz 05,39,50.001003,8.244422,POINT (8.244422 50.001003)
2010,1.FSV Mainz 05,39,50.001003,8.244422,POINT (8.244422 50.001003)
2011,1.FSV Mainz 05,39,50.001003,8.244422,POINT (8.244422 50.001003)
2012,1.FSV Mainz 05,39,50.001003,8.244422,POINT (8.244422 50.001003)
2013,1.FSV Mainz 05,39,50.001003,8.244422,POINT (8.244422 50.001003)
2014,1.FSV Mainz 05,39,50.001003,8.244422,POINT (8.244422 50.001003)
2015,1.FSV Mainz 05,39,50.001003,8.244422,POINT (8.244422 50.001003)
2016,1.FSV Mainz 05,39,50.001003,8.244422,POINT (8.244422 50.001003)
2017,1.FSV Mainz 05,39,50.001003,8.244422,POINT (8.244422 50.001003)
2018,1.FSV Mainz 05,39,50.001003,8.244422,POINT (8.244422 50.001003)
2019,1.FSV Mainz 05,39,50.001003,8.244422,POINT (8.244422 50.001003)
2020,1.FSV Mainz 05,39,50.001003,8.244422,POINT (8.244422 50.001003)
2021,1.FSV Mainz 05,39,50.001003,8.244422,POINT (8.244422 50.001003)
2006,Alem. Aachen,8,50.793453,6.095822,POINT (6.095822 50.793453)
2008,TSG Hoffenheim,533,49.292139,8.816254,POINT (8.816254000000001 49.292139)
2009,TSG Hoffenheim,533,49.292139,8.816254,POINT (8.816254000000001 49.292139)
2010,TSG Hoffenheim,533,49.292139,8.816254,POINT (8.816254000000001 49.292139)
2011,TSG Hoffenheim,533,49.292139,8.816254,POINT (8.816254000000001 49.292139)
2012,TSG Hoffenheim,533,49.292139,8.816254,POINT (8.816254000000001 49.292139)
2013,TSG Hoffenheim,533,49.292139,8.816254,POINT (8.816254000000001 49.292139)
2014,TSG Hoffenheim,533,49.292139,8.816254,POINT (8.816254000000001 49.292139)
2015,TSG Hoffenheim,533,49.292139,8.816254,POINT (8.816254000000001 49.292139)
2016,TSG Hoffenheim,533,49.292139,8.816254,POINT (8.816254000000001 49.292139)
2017,TSG Hoffenheim,533,49.292139,8.816254,POINT (8.816254000000001 49.292139)
2018,TSG Hoffenheim,533,49.292139,8.816254,POINT (8.816254000000001 49.292139)
2019,TSG Hoffenheim,533,49.292139,8.816254,POINT (8.816254000000001 49.292139)
2020,TSG Hoffenheim,533,49.292139,8.816254,POINT (8.816254000000001 49.292139)
2021,TSG Hoffenheim,533,49.292139,8.816254,POINT (8.816254000000001 49.292139)
2011,FC Augsburg,167,48.395995,10.883085,POINT (10.883085 48.395995)
2012,FC Augsburg,167,48.395995,10.883085,POINT (10.883085 48.395995)
2013,FC Augsburg,167,48.395995,10.883085,POINT (10.883085 48.395995)
2014,FC Augsburg,167,48.395995,10.883085,POINT (10.883085 48.395995)
2015,FC Augsburg,167,48.395995,10.883085,POINT (10.883085 48.395995)
2016,FC Augsburg,167,48.395995,10.883085,POINT (10.883085 48.395995)
2017,FC Augsburg,167,48.395995,10.883085,POINT (10.883085 48.395995)
2018,FC Augsburg,167,48.395995,10.883085,POINT (10.883085 48.395995)
2019,FC Augsburg,167,48.395995,10.883085,POINT (10.883085 48.395995)
2020,FC Augsburg,167,48.395995,10.883085,POINT (10.883085 48.395995)
2021,FC Augsburg,167,48.395995,10.883085,POINT (10.883085 48.395995)
2012,Greuther Fürth,65,49.500719,10.99647,POINT (10.99647 49.500719)
2021,Greuther Fürth,65,49.500719,10.99647,POINT (10.99647 49.500719)
2013,E. Braunschweig,23,52.289762,10.523148,POINT (10.523148 52.289762)
2014,SC Paderborn,127,51.726007,8.718736,POINT (8.718736 51.726007)
2019,SC Paderborn,127,51.726007,8.718736,POINT (8.718736 51.726007)
2015,FC Ingolstadt,4795,48.745773,11.486674,POINT (11.486674 48.745773)
2016,FC Ingolstadt,4795,48.745773,11.486674,POINT (11.486674 48.745773)
2015,SV Darmstadt 98,105,49.889667,8.673402,POINT (8.673401999999999 49.889667)
2016,SV Darmstadt 98,105,49.889667,8.673402,POINT (8.673401999999999 49.889667)
2016,RB Leipzig,23826,51.344007,12.341999,POINT (12.341999 51.344007)
2017,RB Leipzig,23826,51.344007,12.341999,POINT (12.341999 51.344007)
2018,RB Leipzig,23826,51.344007,12.341999,POINT (12.341999 51.344007)
2019,RB Leipzig,23826,51.344007,12.341999,POINT (12.341999 51.344007)
2020,RB Leipzig,23826,51.344007,12.341999,POINT (12.341999 51.344007)
2021,RB Leipzig,23826,51.344007,12.341999,POINT (12.341999 51.344007)
2019,Union Berlin,89,52.457549,13.569484,POINT (13.569484 52.457549)
2020,Union Berlin,89,52.457549,13.569484,POINT (13.569484 52.457549)
2021,Union Berlin,89,52.457549,13.569484,POINT (13.569484 52.457549)
